document,text,source,genre
eminem  chemical warfare,this mother er man  just will not shut up will you  talking  bout i owe him    you owe me i am promoting you right now yo  let put the nail in his coffin i do not wanna be like this i do not really wanna hurt no feelings but i am only being real when i say nobody wants to hear that grandfather rap  nope  and old men have heart attacks and i do not wanna be responsible for that  so put the mic down and walk away you can still have a little bit of dignity i would never claim to be no  ray benzino an eighty three year old fake pacino so how can he hold me over some balcony without blowing his lower back out as soon as he goes to lift me   ugh   please do not  you will probably fall with me and our asses will both be history but then again you would finally get your wish  cause you will be all over the street like 50 cent  ha ha ha   in  punk pussy    you chump give me a one on one  see if i do not   you up tryin  to jump the ruff ryderz and they cut you up and you put jada on a track  that how much you suck  dick in the industry  swear that you in the streets hustlin  you sit behind a  in  desk at the source butt kissin  and beggin  mother ers for guest appearances and you can not even get the clearances   cause real lyricists do not even respect you or take you serious it not that we do not like you we hate you period talk about a mid life crisis  damn last week you was shaking obie trice hand now he a buster  what the  s with that get on a track dissing us and kissin 50 ass and asking me what i know about indictments  bite me   i got two cases  and probation  fight me  what do i know about standing in front of a judge like a man ready to take whatever sentence he hands  what you know about your wife slicing her wrists right in front of the only thing you have in this world  a little girl and i put that on her  when this is all over i would never try to make her a star and eat off her i do not know shit about no shopping rocks but what you know about hip hop shops rocking spots  were you the only white boy up in the   just rippin   pressing up your own flyers and your stickers  stickin  them  es up after spending six hours at kinko just making copies of your covers to cassette singles to sell them out of the trunk of your tracer spending your whole paychecks at disk makers what you know about being bullied over half your life  oh that right  you should know what that like  you are half white  ha ha ha  vanilla ice  spill the beans and rice i am eating you alive inside  jesus christ  if you are that much of a gangsta  put the mic down you should be out killin  mother ers right now  kill a mother er dead  kill  em dead    shoot  em in the  in head  go ahead    slap my mom  slap the   out of her  she can not sue you  she would not get a buck out of ya  cause you are broke as    you suck  you are a  in  joke if you was really sellin  coke with  then what the   you stop for dummy  if you slew some crack you would make a lot more money then you do from rap  ha ha ha  you will never have no security  you will never be famous you will never know what it like to be rich  life a   ai not it  raymond  here let me break the shit down in laymen terms for you  just to make sure that you can understand it since canibus is using too many complicated  in words for you here let me slow it down for so you could understand if i say it slower let it go dogg  it over i do not wanna be like this i do not really wanna hurt no feelings but i am only being real when i say nobody wants to hear that grandfather rap  uh  ugh  and old men have heart attacks and i do not wanna be responsible for that  so put the mic down and walk away you can still have a little bit of dignity ha ha  talking  bout  i have mother ers calling your crib    you ai not even got a  in  crib  you ai not even got a  ing phone   ing bum threatenin  to shut me down at ya lil   ing source magazine if i come back when did i attack you     you attacked me first take it like a man and shut the   up    your little magazine too i do not need your little  ing magazine i got xxl number anyways and y all can not stand it  cause they gettin  bigger than y all oh  and by the way  how would i look on the vma  when you was watching me from whatever  in  tv you was watching me from  from boston the mean streets of boston   in  sissy and you got us scared up in that mother er  suck my mother in  dick oh  and for those that do not know do not get it twisted y all the source has a white owner ,eminem,hip-hop-rap
rabbit run,some days i just wanna up and call it quits i feel like i am surrounded by a wall of bricks every time i go to get up i just fall in piss my life like one great big ball of shit if i could just  put it all into all i spit instead of always tryin to swallow it instead of starin at this wall and shit while i sit writer block  sick of all this shit ca not call it  shit all i know is i am about to hit the wall if i have to see another one of mom alcholic fits this is it  last straw  that all  that it i ai not dealin with another  in politic i am like a skillet bubbling until it filters up i am about to kill it  i can feel it buildin up blow this buildin up  i have been sealed enough my cup  runneth over  i done filled it up the pen explodes and busts  ink spills my guts you think  all i do is stand here and feel my nuts  well i ama show you what  you gon  feel my rush you do not feel it  then it must be too real to touch peal the dutch  i am about to tear shit up goosebumps yea  i ama make your hair sit up yea sit up  i ama tell you who i be i ama make you hate me  cause you ai not me you wait  it ai not too late to finally see what you closed minded  s were too blind to see whoever finds me is gonna get a finder fee out this world  ai not no one out there mind as me you need piece of mind  here a piece of mine all i need a line but sometimes i do not always find the words to rhyme to express how i am really feelin at that time yea sometimes sometimes sometimes it just sometimes  it always me how dark can these hallways be  the clock strikes midnight  one two  then half past three this half assed rhyme with this half assed piece of paper i am desperate at my desk if i can just get the rest of the shit off my chest again stuck in this slum  can not think of nothin   i am stumped  but wait  here comes somethin nope  it not good enough  scribble it out new pad  crinkle it up  and throw the shit out i am fizzlin now  thought i figured it out ball in my court  but i am scared to dribble it out i am afraid  but why am i afraid  why am i a slave to this trade  signed out of spit to the grave real enough to rill you up want me to flip it i can rip it any style you want i am a switch hitter    jimmy smith ai not a quitter i ama sit until i get enough in me to finally hit a  in boilin point  put some oil in your joints flip the coin    come get destroyed an mc worst dream  i make  em tense they hate me  see me and shake like a chainlink fence by the looks of  em  you would swear their jaws was comin by the screams of  em  you would swear i am sawin someone by the way they are runnin  you would swear the law was comin it now or never and tonight is all or nothin momma jimmy keeps leavin on us  he said he would be back he pinky promised  i do not think he honest i will be back baby  i just gotta beat this clock   this clock  i ama make  em eat this watch do not believe me watch  i ama win this race and i ama come back and rub my shit in your face    i found my nitch  you gon  hear my voice  til you sick of it  you ai not gonna have a choice if i gotta scream  til i have half a lung if i had half a chance i would grab it   rabbit  run,eminem,hip-hop-rap
just dont give,woah  uh get your hands in the air and get to clapping  em and  like  back and forth because this is what you thought it was not it be the brothers representin  the dirty dozen i be the f r o the double g and check out my man  he goes by the name of um  er  slim shady  brain dead like jim brady i am an m 80  you little like that kim lady i am buzzin   dirty dozen  naughty rotten rhymer cursin  at you playas worse than marty schottenheimer you wacker than the mother er you bit your style from you ai not gon  sell two copies if you press a double album admit it    it  while we coming out in the open i am doing acid  crack  smack  coke and smoking dope then my name is marshall mathers  i am an alcoholic  hi  marshall   i have a disease  and they do not know what to call it better hide your wallet  cause i am coming up quick to strip your cash bought a ticket to your concert just to come and whip your ass    i am coming out swingin   so fast it will make your eyes spin you getting knocked the   out like mike tyson the proof is in the pudding  just ask deshaun holton i will slit your mother ing throat worse than ron goldman so when you see me on your block with two glocks screaming    the world  like tupac i just do not give a   talking that shit behind my back dirty macking  telling your boys that i am on crack i just do not give a   so put my tape back on the rack go run and tell your friends my shit is wack i just do not give a   but see me on the street and duck  cause you gon  get stuck  stoned  and snuffed  cause i just do not give a   i am nicer than pete  but i am on a search to crush a milkbone i am everlasting  i melt vanilla ice like silicone i am ill enough to just straight up diss you for no reason i am colder than snow season when it 20 below freezin  flavor with no seasonin   this is the sneak preview i will diss your magazine and still will not get a weak review i will make your freak leave you  smell the folgers crystals this is lyrical combat  gentlemen  hold your pistols but i form like voltron and blast you with my shoulder missiles slim shady  eminem was the old initials extortion  snortin   supportin  abortion pathological liar  blowing shit out of proportion the looniest  zaniest  spontaneous  sporadic impulsive thinker  compulsive drinker  addict half animal  half man dumping your dead body inside of a  ing trash can with more holes than an afghan so when you see me on your block with two glocks screaming    the world  like tupac i just do not give a   talking that shit behind my back dirty macking  telling your boys that i am on crack i just do not give a   so put my tape back on the rack go run and tell your friends my shit is wack i just do not give a   but see me on the street and duck  cause you finna get stuck  stoned  and snuffed  cause i just do not give a   somebody let me out this limousine  i am a caged demon on stage screamin  like rage against the machine i am convinced i am a fiend shooting up while this record is spinnin  clinically brain dead  i do not need a second opinion   droppin  a jewel  i am flippin  a sacred treasure i will bite your mother in  style  just to make it fresher i can not take the pressure  i am sick of  es sick of nagging bosses  in  while i am washin  dishes in school i never said much  too busy having a headrush doing too much rush had my face flushed like red blush then i went to jim beam  that when my face grayed went to gym in 8th grade   raped  the women swim team do not take me for a joke  i am no comedian too many mental problems got me snortin  coke and smokin  weed again i am going up over the curb  driving on the median finally made it home  but i do not got the key to get in so when you see me on your block with two glocks screaming    the world  like tupac i just do not give a   talking that shit behind my back dirty macking  telling your boys that i am on crack i just do not give a   so put my tape back on the rack go run and tell your friends my shit is wack i just do not give a   but see me on the street and duck  cause you gon  get stuck  stoned  and snuffed  cause i just do not give a   shit    everybody  outsidaz pacewon young zee   the entire world ,eminem,hip-hop-rap
till i collapse scenario,sometimes you just feel tired  feel weak when you feel weak  you feel like you just wanna just give up but you gotta search within you  try and find that inner strength and just pull that shit out of you  and get that motivation not to give up and not be a quitter no matter how bad you wanna just fall flat on your face  till i collapse i am spillin  these raps long as you feel  em till the day that i drop you will never say that i am not killin   em cause when i am not  then i am a stop pinnin   em and i am not hip hop and i am just not eminem subliminal thoughts  when i am a stop sendin   em  women are caught in webs  spin  em and hock venom adrenaline shots of penicillin could not get the illin  to stop  amoxacillin just not real enough the criminal cop killin  hip hop villiana minimal swap to cop millions of pac listeners your comin  with me  feel it or not you are gonna fear it like i showed ya the spirit of god lives in us you hear it a lot lyrics to shock  is it a miracle or am i just a product of pop fizzin  up  fa shizzel my wizzel  this is the plot listen up  you bizzels forgot slizzel does not give a   till the roof comes off  till the lights go out till my legs give out ca not shut my mouth till the smoke clears out and my high burn out i am a rip this shit till my bones collapse till the roof comes off till the lights go out till my legs give out ca not shut my mouth till the smoke clears out am i high  perhaps  i am a rip this shit till my bones collapse music is like magic  there a certain feelin  you get when you are real  and you spit and people are feelin  ya shit this is your moment  and every single minute you get try n hold on to it  cause you may never get it again so while you are in it try to get as much shit as you can and when your run is over just admit when it at it end  cause i am at the end of my wits with half the shit gets in i got a list here the order of my list that it in   it goes reggie  jay z  tupac    where my thugs at huh  increase the doses  bustin whoever closest thug livin  hell or prison  never losin my focus i am makin money moves manditory in a discussion my past records tell a story picture z we rushin and still bustin til the cops come runnin  duck in abandoned buildings ditchin my gun  homeboy the mother in villain i live the lifestyles of drug dealers  but now legit list so i laugh til i cry  when the law come get me no baby momma drama   miss me  why plant seeds in a dirty    waitin to trick me  not the life for me livin carefree  til i am buried   and if they dare me i am bustin on z until they scurry  i am clearly a man of military means in my artillery watchin over me through every murder scene from adolescence  to my early teens  thought we was gonna die sellin dope to all the fiends  at times i wanna cry and still  we try to change the past  in vain never knowin if this game will last  feelin ashamed of cocaine  the product of the devil  am i sellin my soul  got tired of small time livin  z tellin me no i got mine    them other suckers  that the mentality jealous ass bustaz i know you s been waiting for this shit for a long time well here it is  here it is no insanity plea for me  i ride the beef til i burn sensimilla bar your kids from the lessons i learned and in turn i am hostile guess you could call me anti social z shakin like they caught the holy ghost when i approach em try to politic  before i smoke em  like sun zu z do unto these snitches  before it done to you and if the cops come arrest me in the evening best believe they comin for my dogs in the mornin and if i die by a slug  the death of a true thug tell me will my z mourn me  gettin blowed out high  watch me murder the bird  before he testify strikes  walkin close to my third  i live a trouble life and if you dream be a part of my team from long beach to queens  drug dealers to ex fiends keep yo  eyes on the prize   watch for bustaz soon as a starts i eat at an mcs heart  what is he thinkin  about to go against me   smart and it absurd how people hang on every word i will probably never get the props i feel i ever deserve but i will never be served  my spot is forever reserved if i ever leave earth that would be the death of me first  cause in my heart of hearts i know nothin  could ever be worse that why i am clever when i put together every my thoughts are sporadic  i act like i am an addict i rap like i am addicted to smack  like i am kim mathers but i do not wanna go forth and back in constant battles the fact is i would rather sit back and bomb some rappers so this is like a full blown attack i am launchin  at them  the track is on some battlin  rap who wants some static  cause i do not really think that the fact that i am slim matters a plaque and platinum status is wack if i am not the baddest until the roof   until the roof  the roof comes off  the roof comes off  until my legs   until my legs  give out from underneath me  i  i will not fall  i will stand tall feels like no one can beat me,eminem,hip-hop-rap
puke,there i go thinkin  of you again you do not know how sick you make me you make me  in  sick to my stomach every time i think you i puke you must just not know you may not think you do but you do every time i think of you i puke i was gonna take the time to sit down and write you a little poem but off of the dome would probably be a little more more suitable for this type of song  woh i got a million reasons off the top of my head that i can think of sixteen bars just ai not enough to put some ink to so   it  i am a start right here  i will just be briefer  bout to rattle off some other reasons i knew i should not go and get another tattoo of you on my arm  but whatever i gonna do  i go and get another one  now i got two ooh  now i am sittin here  with your name on my skin i can not believe i went and did that stupid shit again my next girlfriend  now her name gotta be kim shit  if you only knew how much i hated you for every mother in  thing you ever put us through then i would not be standin  here cryin  over you ooh  you do not know how sick you make me you make me  in  sick to my stomach every time i think of you i puke you must just not know you may not think you do but you do every time i think of you i puke i was gonna take the time to sit down and write you a little letter but i thought a song would probably be a little better instead of a letter  that you probably just shred up  yeah i stumbled on your picture yesterday and it made stop and think of how much of a waste it would be for me to put some ink to a stupid piece of paper  i would rather let you see how much i  in  hate you in a freestyle you are a  in  cokehead slut  i hope you  in  die you get to hell and satan sticks a needle in your eye i hate your  in  guts  you  in  slut  i hope you die die but please do not get me wrong  i am not bitter or mad it not that i still love you  it not  cause i want you back it just that when i think of you it makes me wanna yack aack but what else can i do  i have not got a clue now i guess i just move on  i have no choice but to but every time i think of you now all i wanna do is puke you do not know how sick you make me you make me  in  sick to my stomach every time i think of you i puke you must just not know you may not think you do but you do every time i think of you  i puke goddamn it  in   ,eminem,hip-hop-rap
8 mile freestyle ptiii vs papa doc,eminem miscellaneous 8 mile freestyle pt iii vs  papa doc  now everybody from the 313  put your mothe ing hands and follow me everybody from the 313  put your mothe ing hands up look look now while he stands tough notice that this man did not had his hands up this free world got you gased up now who afraid of the big bad wolf 1  2  3 and to the 4 1 pac   2 pac  3 pac  4 4 pac  3 pac  2 pac  1 you are pac  he pac  no pacs  none this guy aint no mother  in mc  i know everything he got to say against me  i am white  i am a  in bum  i do live in a trailer with my mom  my boy future is an uncle tom  i do got a dumb friend named cheddar bob who shoots himself in the leg with his own gun  i did get jumped by all 6 of you chumps and wink did   my girl  i am still standin here screamin    the free world   do not ever try to judge me dude  you do not know what the   i have been through but i know something about you you went to crankbook  that a private school what the matter dawg  you embarrased  this is guy a gangster  he real name clarence and clarence lives at home with both parents and clarence parents have a real good marriage this guy do not wanna battle  he shook  cause there no such things as half way crooks he scared to death he scared to look in his  in yearbook    crankbook   the beat  i go acapella   a papa doc    a clock    a trailer    everybody   y all if you doubt me i am a piece of  ing white trash  i say it proudly  and   this battle  i do not wanna win  i am outty   here  tell this people something they dont know about me ,eminem,hip-hop-rap
got u slippin,i have no idea what i am doing i have no idea what i am doing  but everybody get up  sit up christopher they are miserable without you  superman is a   live and he flowing like the mystic river girl do not act like you never been kissed before one  two  three  four  five  six  this a rhyme is about to hit you right in the kisser how did anybody ever find me  i disap   peared i was hiding in freeway beard  just a hop skip and a jump from my skin  gushing nails into my face that i been pushing hell raiser  my face is my pincushion it like when i am on the mic  i can squish a sucker like a vice grip  my pen put ya in the slaughterhouse cause ya styles been butchered i will spin chainsaw  take off like the blades on my brain on hyperdrive someone put the brakes on here a smidget admitted to get your digits  bridget do not try to fidget with it  err ribbit  ribbit i got ya slippin on my swag juice  my swag juice i got ya slippin on my swag juice  my swag juice i got it figure out now   see  my minds on my money right here  and no one stopping how i getting it  and hind sight should never left when i was living  and probably would not be getting pressed by all these women  and then again  i would not rap the ones i was diggin  so annihilate the looking  and talking alot about the hood  kim n  kim n  uh  so selena williams  just like my dad talks about more john dick n  this girl talkin  how she pregrent  she crazy  so later i crushed that hoe  and left baby  and never trust her  no shit  even she specialize in massaging on my testicles  and i never trust her  a whole lot  even on the first date  she basically get her mouth rimmed  and turn around and ask me for a kiss  no   i am straight  and i never really get concerned how my own dick tastes  i think i am about to slip on my swag juice  i think i am about to slip on your swag juice  oh  no  no  do not slip on your swag juice  ye  ye  i think i am about to slip on my swag juice  slim is in the house  simmer down there sister bound to get you dizzy cause he gets as busy as a bee  baby you can throw a frizbee in a blizzard he will catch it in his teeth  what is he  he a wizard standing in the disco with a disco biscuit and i am pretty sure it is not bisquick  is it  now baby do not forget to bring your lipstick with ya i want a kiss  fore i blow this   to smithe   reens  get the guillotines  this is a situ   ation that critical as dre spins his  uh turntables and he cuts a record like a scissor cheka chicka  checka chicka  cheka cheka chicka who wreck it in a second tell me what the heck is sicker wait a minute  i just dropped my necklace in the liquor now baby just to make a little breakfast and it six o   clock in the morning  less you want to get some dessert,eminem,hip-hop-rap
is dr dre white phone call,may i have your attention please  may i have your attention please  will the real slim shady please stand up  i repeat will the real slim shady please stand up  we are going to have a problem here y all act like you never seen a white person before jaws all on the floor like pam and tommy just burst in the door started whoopin  her ass worse than before  they first get divorced throwing her over furniture it the return of the  oh wait  no way  your kidding  he did not just say what i think he did  did he   and dr dre said nothing you idiots dr dre dead  he locked in my basement  ha ha  feminist women love eminem  chicka chicka chicka slim shady i am sick of him look at him  walking around grabbing his you know what flippin  the you know who  yeah  but he so cute though  yea i probably got a couple of screws up in my head loose but no worse than what going on in your parent bedrooms sometimes i want to get on tv and just let loose  but can not  but it cool for tom green to hump a dead moose my bum is on your lips  my bum is on your lips and if i am lucky you might just give it a little kiss and that the message that we deliver to little kids and expect them not to know what a women clitoris is  of course they gonna know what intercourse is  by the time they hit 4th grade  they got the discovery channel do not they  we ai not nothing but mammals  well some of us cannibals  who cut other people open like cantaloupes  but if we can hump dead animals and antelopes then there no reason that a man and another man can not elope but if you feel like i feel i got the antidote  women wave your pantyhose  sing the and it goes i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up  cause i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up will smith do not gotta cuss in his raps to sell records well i do  so   him and   you too  you think i give a damn about a grammy  half of you critics can not even stomach me  let alone stand me   but slim what if you win would not it be weird   why  so you guys can just lie to get me here  so you can sit me here next to britney spears  shit  christina aguilera better switch me chairs so i can sit next to carson daly and fred durst and hear  em argue over who she gave head to first  little   put me on blast on m t v  yeah he cute but i think he married to kim  he he  i should download her audio on mp3 and show the whole world how you gave eminem v d  i am sick of you little girl and boy groups all you do is annoy me so i have been sent here to destroy you and there a million of us just like me who cuss like me  who just do not give a   like me  who dress like me walk  talk and act like me  it just might be the next best thing  but not quite me  cause i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up  cause i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up i am like a head trip to listen to  cause i am only giving you  things you joke about with your friends inside your living room the only difference is i got the balls to say it in front of y all and i do not gotta be false or sugar coat it at all i just get on the mic and spit it  and whether you like to admit it  rip  i just shit it better than 90 percent of you rappers out there then you wonder how can kids eat up these albums like valiums  it funny  cause at the rate i am going when i am thirty i will be the only person in the nursing home flirting  pinching nurses asses when i am jackin  off with jergens and i am jerking  but this whole bag of viagra is not working and every single person is a slim shady lurkin  he could be workin  at burger king spitten on your onion rings or in the parking lot circling  screaming i do not give a   with his windows down and system up so will the real shady  please stand up and put one of those fingers on each hand up and to be proud to be outta your mind and outta control and one more time  loud as you can  how does it go  i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up  cause i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up  cause i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up  cause i am slim shady  yes i am the real shady all you other slim shadys are just imitating so will not the real slim shady  please stand up  please stand up  please stand up haha  i guess there a slim shady in all of us    it  let all stand up ,eminem,hip-hop-rap
never enough,eminem encore never enough  eminem  there not much you could do or say to phase me people think i am a little bit crazy i get it from all angles  even occasionally doc dre zie will have to step in every once in a while to save me to make me stop and think about it  fore i just say things sometimes i forget what other people just may think a lot of rappers finally would not know how to take me if they heard some shit  i would lay the tape  fore they erase me i maybe a little too fast paced and racy sometimes the average listener rewinds and plays me twenty times cuz i say so many rhymes  it may seem like i am goin too fast cuz my mind is racing and i could give a   what category you place me long as when i am pushing up daisies and gone as long as you place me amongst one of them greats when i hit the heavenly gates i will be cool beside jay z for every single die hard fan who embraced me i am thankful for the talent in which god gave me and i am thankful for the environment that he placed me believe it or not  i thank my mom for how she raised me in the neighborhood daily  they jumped and chased me it only made me what i am today  see regardless of what anybody believes who hates me you ai not gonna make or break me tryna strip me of my credibility and make me look fake  g you are only gonna be in for a rude awakening cuz sooner or later you haters are all gonna face me and when you face me with all the shit you have been saving to say to me you had all this time to think about it now do not pussy out and try to wimp out  face me cuz i have been patiently waiting for the day that we finally meet in the same place to see  chorus x2   nate dogg  no matter how many battles i been in and won no matter how many magazines on my nuts no matter how many emcees i end up ooh ooh  it never enough  50 cent  my flow untouchable now you gotta face it uh oh  it gets worse when i go back to the basics you go say the wrong shit and get your face split the smell of victory  love it so much i can taste it the spot my talk  it blaze a direct hit graze it  your peace talk  save it you shit sounds dated  you are overrated i am obligated to study your moves then crush you muther ers if i am the best and the worst  then god gift is a curse soldier trained to destroy  you payin  attention boy  i spit shit  slick shit  so quick you miss it to be specific i go ballistic as hieroglyphic my music is a drug  press play  you ai not gotta sniff it chew it or pop it  roll a bag of the chocolate get your high over and over  but you gotta cop it when it hot  it hot your hatin  is undeniable  stop it  chorus x2 ,eminem,hip-hop-rap
eminem  got u slippin,this mother er man  just will not shut up will you  talking  bout i owe him    you owe me i am promoting you right now yo  let put the nail in his coffin i do not wanna be like this i do not really wanna hurt no feelings but i am only being real when i say nobody wants to hear that grandfather rap  nope  and old men have heart attacks and i do not wanna be responsible for that  so put the mic down and walk away you can still have a little bit of dignity i would never claim to be no  ray benzino an eighty three year old fake pacino so how can he hold me over some balcony without blowing his lower back out as soon as he goes to lift me   ugh   please do not  you will probably fall with me and our asses will both be history but then again you would finally get your wish  cause you will be all over the street like 50 cent  ha ha ha   in  punk pussy    you chump give me a one on one  see if i do not   you up tryin  to jump the ruff ryderz and they cut you up and you put jada on a track  that how much you suck  dick in the industry  swear that you in the streets hustlin  you sit behind a  in  desk at the source butt kissin  and beggin  mother ers for guest appearances and you can not even get the clearances   cause real lyricists do not even respect you or take you serious it not that we do not like you we hate you period talk about a mid life crisis  damn last week you was shaking obie trice hand now he a buster  what the  s with that get on a track dissing us and kissin 50 ass and asking me what i know about indictments  bite me   i got two cases  and probation  fight me  what do i know about standing in front of a judge like a man ready to take whatever sentence he hands  what you know about your wife slicing her wrists right in front of the only thing you have in this world  a little girl and i put that on her  when this is all over i would never try to make her a star and eat off her i do not know shit about no shopping rocks but what you know about hip hop shops rocking spots  were you the only white boy up in the   just rippin   pressing up your own flyers and your stickers  stickin  them  es up after spending six hours at kinko just making copies of your covers to cassette singles to sell them out of the trunk of your tracer spending your whole paychecks at disk makers what you know about being bullied over half your life  oh that right  you should know what that like  you are half white  ha ha ha  vanilla ice  spill the beans and rice i am eating you alive inside  jesus christ  if you are that much of a gangsta  put the mic down you should be out killin  mother ers right now  kill a mother er dead  kill  em dead    shoot  em in the  in head  go ahead    slap my mom  slap the   out of her  she can not sue you  she would not get a buck out of ya  cause you are broke as    you suck  you are a  in  joke if you was really sellin  coke with  then what the   you stop for dummy  if you slew some crack you would make a lot more money then you do from rap  ha ha ha  you will never have no security  you will never be famous you will never know what it like to be rich  life a   ai not it  raymond  here let me break the shit down in laymen terms for you  just to make sure that you can understand it since canibus is using too many complicated  in words for you here let me slow it down for so you could understand if i say it slower let it go dogg  it over i do not wanna be like this i do not really wanna hurt no feelings but i am only being real when i say nobody wants to hear that grandfather rap  uh  ugh  and old men have heart attacks and i do not wanna be responsible for that  so put the mic down and walk away you can still have a little bit of dignity ha ha  talking  bout  i have mother ers calling your crib    you ai not even got a  in  crib  you ai not even got a  ing phone   ing bum threatenin  to shut me down at ya lil   ing source magazine if i come back when did i attack you     you attacked me first take it like a man and shut the   up    your little magazine too i do not need your little  ing magazine i got xxl number anyways and y all can not stand it  cause they gettin  bigger than y all oh  and by the way  how would i look on the vma  when you was watching me from whatever  in  tv you was watching me from  from boston the mean streets of boston   in  sissy and you got us scared up in that mother er  suck my mother in  dick oh  and for those that do not know do not get it twisted y all the source has a white owner ,eminem,hip-hop-rap
ode to detroit spoken word,detroit there is a resilience that rises from somewhere deep within your streets you can not define it  but you can feel it you can feel it overflowing from the people who call you home from people who are always proud to declare   i am from detroit  you took our country from it infancy  into industry and your name still carries with it the idea of a nation built on steel  muscle and sweat you became the city that carried the country the city  like the sport  is built on dreams people who would drive to you  driven to excel who know nothing is accomplished without hardwork  without sacrifice when you hurt  we hurt your streets witness our struggle your bricks are our rage through the emptiness of each house shuttered  of each factory closed we have lived through the ups and the downs but we remain  detroit we can never turn our backs on you detroit  because we are you my home the home of motown  cadillac and joe louis through all this  we cannot be defeated  because we have never been defeated you have built us  you have moved us  you have shaped us sometimes down  but never out take strength in us  your people stay up detroit ,eminem,hip-hop-rap
must be the ganja,yeah  oh  oh  yeah  yeah  oh i feel like dancing i feel like dancing i smell something in the air that makin  me high i said  i smell something in the air that makin  me high okay  here we go  do re mi fa so  fa so la ti da so lyrical rosco  give back the tabasco you mother ers must just not know the tic tock song time to show you the most kick ass flow in the cosmos picasso with a pick ax  is a sick asshole tic tac toe frozen six pack  with exacto knives  stranglin  wives with big lasso few bags of the grass  zig zags  i am with the doc so you know how that go  skull and the crossbones this is poison  the boys and girls who do not know you do not wanna try this at home  my lil  vato this is neither the time nor the place to get macho so crack a six pack  sit back with some nachos maybe some popcorn and watch the show and just rock slow it not what you expected nor what you thought so about time that you wake the   up  smell the pot smoke it must be the ganja  it the marijuana that creepin  up on me while i am so high maybe it the hindi that has gotten in me whatever gotten into me i do not mind it must be the ganja  it the marijuana that creepin  up on me while i am so high maybe it the hindi that has gotten in me whatever got into me i do not mind your dreams are getting  fulfilled  ooh  i am literally getting  the chills spittin  at will  me and dre have just finished splittin  a pill you are submittin  to skill  sittin  still i am admittin   i am beginnin  to feel like i do not think anyone real faced with a dilemma  i can be dalai llama and become a bin gramma  a step beyond a jeffrey dahmer please  do not upset me  mama  you lookin  sexy  mama do not know if it the lala or the rum and pepsi  mama do not want to end up inside my refrigerator freezer be used as extra toppin  the next time i make a pizza how many people you know can name every serial killer who ever existed in a row  put  em in chronological order beginning with jack the ripper name the time and place from the body  the bag  the zipper location of the woods where the body was dragged and then dumped the trunk that they were stuffed in  the model  the make  the plate and which model  which lake they found her in and how they attacked the victim say which murder weapon was used to do what and which one which knife and which gun  what kid  what wife and which nun  do not stop  i like this  it fun  the  in  night just begun it must be the ganja  it the marijuana that creepin  up on me while i am so high maybe it the hindi that has gotten in me whatever gotten into me i do not mind it must be the ganja  it the marijuana that creepin  up on me while i am so high maybe it the hindi that has gotten in me whatever got into me i do not mind when i am behind a mic dynamite is what it kinda like you are stuck with the same stick that you are tryin  to light behind the boards is dre  legends are made this way is not it safe to say this is the way it should be  maybe you need some lyric syrup serum for your symptoms here a dosage of the antidote  now you give him some he can give her some  she can give them some get behind a lynn drum  make up a beat and kill the sucka syndrome you are spinnin  drama when it comes to lyrics and pennin  some startin  from scratch and then endin  up at the end enough capable of bringin  a pulitzer  strong believe a bullet a titanium  cranium that full of surprises when the smoke rises right before your very own eyes you stare into your stereos high good evenin   this ai not even a weed thing i ai not even smoke anything  i ai not even drink anything it must be the ganja  it the marijuana that creepin  up on me while i am so high maybe it the hindi that has gotten in me whatever gotten into me i do not mind it must be the ganja  it the marijuana that creepin  up on me while i am so high maybe it the hindi that has gotten in me whatever got into me i do not mind,eminem,hip-hop-rap
interlude,i have drowned in high from the ashes now i can not recall your laughter the smoke of every single grasp but ends of what left over and the lights in every broken blown our window screaming  laughing i love to feel the course hang out this is our revival,eminem,hip-hop-rap
